name,platform,genre,publisher,developer,rating,year_of_release,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count
Tony Hawk's Pro Skater,GB,Sports,Activision,unknown,E,2000.0,0.9,0.38,0.01,0.05,1.33,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Prism: Light the Way,DS,Puzzle,Eidos Interactive,Game Sauce,E,2007.0,0.05,0.0,0.0,0.0,0.05,73.0,21.0,7.126899879372738,163.0088459991958
The Powerpuff Girls: Chemical X-Traction,PS,Action,BAM! Entertainment,VIS Entertainment,E,2001.0,0.14,0.1,0.0,0.02,0.25,30.0,6.0,6.3,4.0
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Sports,Sega,unknown,E,2000.0,0.0,0.0,0.18,0.0,0.18,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Virtua Pro Football,PS2,Sports,Sega,unknown,E,2006.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Weiss Schwarz Portable,PSP,Strategy,Namco Bandai Games,unknown,E,2011.0,0.0,0.0,0.1,0.0,0.1,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Philosoma,PS,Shooter,Sony Computer Entertainment,unknown,E,1995.0,0.03,0.02,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Harvest Moon: Skytree Village,3DS,Simulation,Natsume,Natsume,E,2016.0,0.02,0.0,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.4,7.0
Evangelion: Jo,PSP,Action,Namco Bandai Games,unknown,E,2009.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Batman: A Telltale Game Series,PS3,Adventure,Telltale Games,unknown,E,2016.0,0.01,0.04,0.0,0.01,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,Misc,Square Enix,unknown,E,2006.0,0.0,0.0,0.11,0.0,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sniper Elite 3,XOne,Shooter,505 Games,Rebellion,M,2014.0,0.2,0.11,0.0,0.03,0.35,63.0,12.0,6.6,68.0
Tornado Outbreak,Wii,Action,Konami Digital Entertainment,Loose Cannon Studios,E10+,2009.0,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0
Mortal Kombat vs. DC Universe,X360,Fighting,Midway Games,Midway,T,2008.0,1.53,0.23,0.0,0.16,1.93,72.0,61.0,7.5,87.0
Men in Black II: Alien Escape,PS2,Shooter,Infogrames,Melbourne House,T,2002.0,0.24,0.19,0.0,0.06,0.5,50.0,19.0,7.3,6.0
Mario Paint,SNES,Misc,Nintendo,unknown,E,1992.0,1.43,0.54,0.71,0.07,2.75,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Sengoku Basara X,PS2,Fighting,Capcom,unknown,E,2008.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Azure Striker Gunvolt: Striker Pack,3DS,Action,Inti Creates,Inti Creates,T,2016.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Majesty 2 Collection,PC,Strategy,Paradox Interactive,Ino-Co,T,2011.0,0.0,0.01,0.0,0.0,0.02,68.9971185166625,26.440992232523175,8.3,10.0
Toukiden 2,PSV,Action,Tecmo Koei,unknown,E,2016.0,0.0,0.0,0.11,0.0,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Under the Skin,PS2,Action,Capcom,Capcom,T,2004.0,0.01,0.01,0.0,0.0,0.03,55.0,30.0,7.126899879372738,163.0088459991958
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy,Tecmo Koei,unknown,E,2015.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
War Leaders: Clash of Nations,PC,Strategy,CDV Software Entertainment,Enigma Software Productions,T,2009.0,0.0,0.02,0.0,0.0,0.02,68.9971185166625,26.440992232523175,6.4,8.0
Magna Carta: Tears of Blood,PS2,Role-Playing,505 Games,SoftMax,T,2004.0,0.11,0.08,0.0,0.03,0.22,66.0,34.0,7.0,22.0
All-Star Baseball 99,N64,Sports,Acclaim Entertainment,unknown,E,1998.0,0.44,0.04,0.0,0.0,0.48,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Over the Hedge: Hammy Goes Nuts!,DS,Platform,Activision,unknown,E,2006.0,0.12,0.0,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Saints Row,X360,Action,THQ,Volition Inc.,M,2006.0,1.17,0.77,0.02,0.22,2.18,81.0,74.0,7.5,211.0
Smash Cars,PS2,Racing,Metro 3D,Creat Studios,E,2003.0,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9.0,5.0
Crash 'N' Burn,PS2,Racing,Eidos Interactive,Climax Group,T,2004.0,0.11,0.08,0.0,0.03,0.21,63.0,17.0,8.0,7.0
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,Role-Playing,Namco Bandai Games,unknown,E,2006.0,0.0,0.0,0.16,0.0,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
TimeSplitters: Future Perfect,PS2,Shooter,Electronic Arts,Free Radical Design,M,2005.0,0.12,0.09,0.0,0.03,0.24,84.0,39.0,9.1,117.0
UFC Undisputed 3,PS3,Action,THQ,Yuke's,T,2012.0,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0
Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,T,2011.0,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0
Dragon Ball: Xenoverse 2,PS4,Action,Namco Bandai Games,Dimps Corporation,T,2016.0,0.24,0.27,0.09,0.1,0.71,73.0,54.0,7.8,117.0
Tom Clancy's Ghost Recon 2,PS2,Shooter,Ubisoft,Ubisoft Shanghai/Paris,T,2004.0,0.64,0.34,0.0,0.1,1.08,58.0,21.0,6.0,19.0
Velvet Assassin,X360,Shooter,DTP Entertainment,"Replay Studios, ML Enterprises",M,2009.0,0.14,0.02,0.01,0.01,0.18,56.0,46.0,7.1,55.0
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,Action,Hudson Soft,unknown,E,2010.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jewel Quest Mysteries,DS,Puzzle,Astragon,Activision,E,2009.0,0.03,0.01,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Resident Evil 3: Nemesis,PS,Action,Eidos Interactive,unknown,E,1999.0,1.3,0.77,1.54,0.11,3.72,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rock Band Country Track Pack 2,Wii,Misc,MTV Games,Electronic Arts,E10+,2011.0,0.08,0.0,0.0,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pro Evolution Soccer 2011 3D,3DS,Sports,Konami Digital Entertainment,Konami,E,2011.0,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.7,18.0
SingStar Amped,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,T,2007.0,0.23,0.18,0.0,0.06,0.46,76.0,20.0,7.126899879372738,163.0088459991958
Heart no Kuni no Alice,PSP,Adventure,Prototype,unknown,E,2009.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,Magic Pockets,E,2003.0,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.6,27.0
Top Gun: Firestorm Advance,GBA,Shooter,Titus,unknown,E,2002.0,0.07,0.02,0.0,0.0,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Madden NFL 25,X360,Sports,Electronic Arts,EA Sports,E,2013.0,1.98,0.06,0.0,0.19,2.23,80.0,32.0,5.6,136.0
Rain (2013),PS3,Adventure,Sony Computer Entertainment,unknown,E,2013.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Oddworld: Munch's Oddysee,GBA,Platform,THQ,Art,E,2003.0,0.04,0.02,0.0,0.0,0.06,44.0,15.0,2.5,4.0
Mario & Luigi: Partners in Time,DS,Role-Playing,Nintendo,unknown,E,2005.0,0.74,0.05,0.43,0.07,1.29,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Freedom Fighters,XB,Shooter,Electronic Arts,Io Interactive,T,2003.0,0.17,0.05,0.0,0.01,0.23,82.0,23.0,8.2,23.0
Agatha Christie: Peril at End House,PC,Adventure,JoWood Productions,Oberon Media,T,2009.0,0.0,0.01,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Witch and the Hundred Knight,PS4,Role-Playing,Nippon Ichi Software,unknown,E,2015.0,0.02,0.01,0.05,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
FIFA: Road to  World Cup 98,N64,Sports,Electronic Arts,unknown,E,1997.0,0.15,0.39,0.0,0.03,0.58,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Madden NFL 10,X360,Sports,Electronic Arts,EA Tiburon,E,2009.0,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0
The Simpsons: Road Rage,XB,Racing,Electronic Arts,Fox Interactive,T,2001.0,0.78,0.26,0.0,0.01,1.05,61.0,17.0,8.3,6.0
Gladius,PS2,Strategy,Activision,LucasArts,T,2003.0,0.1,0.08,0.0,0.03,0.2,78.0,27.0,8.0,22.0
Danny Phantom: The Ultimate Enemy,GBA,Action,THQ,Altron,E,2005.0,0.16,0.06,0.0,0.0,0.22,68.9971185166625,26.440992232523175,8.8,4.0
Asphalt: Urban GT 2,DS,Racing,Ubisoft,Virtuos,E10+,2006.0,0.09,0.04,0.0,0.01,0.14,68.9971185166625,26.440992232523175,6.9,13.0
Jake Hunter: Detective Chronicles,DS,Adventure,Aksys Games,WorkJam,T,2008.0,0.02,0.0,0.0,0.0,0.02,47.0,12.0,7.126899879372738,163.0088459991958
Leisure Suit Larry: Box Office Bust,PS3,Adventure,Codemasters,Team 17,M,2009.0,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0
James Noir's Hollywood Crimes,3DS,Adventure,Ubisoft,Ubisoft,T,2011.0,0.07,0.07,0.0,0.01,0.15,60.0,22.0,6.6,5.0
Just Dance 2015,Wii,Misc,Ubisoft,Ubisoft,E10+,2014.0,0.99,0.85,0.0,0.17,2.01,68.9971185166625,26.440992232523175,8.4,5.0
Dead to Rights: Reckoning,PSP,Shooter,Electronic Arts,Rebellion,M,2005.0,0.12,0.0,0.0,0.01,0.13,54.0,26.0,7.2,22.0
MX World Tour Featuring Jamie Little,XB,Racing,Crave Entertainment,Impulse Games,E,2005.0,0.03,0.01,0.0,0.0,0.03,51.0,5.0,7.126899879372738,163.0088459991958
Mahjong Fight Club DS: Wi-Fi Taiou,DS,Misc,Konami Digital Entertainment,unknown,E,2006.0,0.0,0.0,0.07,0.0,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,Role-Playing,Falcom Corporation,unknown,E,2013.0,0.0,0.0,0.01,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rock Band Track Pack Volume 2,Wii,Misc,MTV Games,unknown,E,2008.0,0.2,0.01,0.0,0.02,0.23,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Batman: Arkham Origins,WiiU,Action,Warner Bros. Interactive Entertainment,Human Head Studios,T,2013.0,0.19,0.09,0.0,0.03,0.31,68.0,5.0,7.4,127.0
World Stadium 5,PS,Sports,Namco Bandai Games,unknown,E,2001.0,0.0,0.0,0.09,0.01,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jumper: Griffin's Story,X360,Action,Eidos Interactive,Red Tribe,T,2008.0,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.3,30.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,Adventure,Activision,WayForward,E10+,2014.0,0.08,0.04,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Trine 2,WiiU,Platform,Atlus,unknown,E,2012.0,0.0,0.03,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Soldier of Fortune: Payback,PS3,Shooter,Activision,Cauldron Ltd.,M,2007.0,0.12,0.02,0.0,0.01,0.15,50.0,14.0,5.4,13.0
Puzzle Kingdoms,DS,Puzzle,Zoo Digital Publishing,Infinite Interactive,E10+,2009.0,0.12,0.0,0.0,0.01,0.13,64.0,12.0,6.3,4.0
FIFA 15,XOne,Sports,Electronic Arts,EA Sports,E,2014.0,0.6,1.42,0.0,0.16,2.18,82.0,33.0,5.4,347.0
ATV: Quad Power Racing,PS,Racing,Acclaim Entertainment,Climax Group,E,2000.0,0.58,0.39,0.0,0.07,1.04,42.0,9.0,7.126899879372738,163.0088459991958
Arctic Tale,Wii,Adventure,Zoo Digital Publishing,Atomic Planet Entertainment,E,2007.0,0.04,0.0,0.0,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Playboy: The Mansion,PS2,Simulation,Ubisoft,Cyberlore Studios,M,2005.0,0.1,0.08,0.0,0.03,0.2,59.0,33.0,7.5,18.0
Winning Eleven: Pro Evolution Soccer 2007,PC,Sports,Konami Digital Entertainment,KCET,E,2006.0,0.0,0.01,0.0,0.0,0.01,88.0,6.0,7.126899879372738,163.0088459991958
Just Cause 2,X360,Action,Square Enix,Avalanche Studios,M,2010.0,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,267.0
Rock Band 3,PS3,Misc,MTV Games,Harmonix Music Systems,T,2010.0,0.43,0.08,0.0,0.05,0.57,91.0,34.0,8.0,95.0
The Great Mystery Hidden Object Package 5,PC,Adventure,Rondomedia,unknown,E,2015.0,0.0,0.03,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tak and the Power of Juju,GBA,Platform,THQ,Avalanche Software,E,2003.0,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19.0
Yarudora Series Vol.1: Double Cast,PS,Adventure,Sony Computer Entertainment,unknown,E,1998.0,0.0,0.0,0.35,0.02,0.37,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Uncharted: Golden Abyss,PSV,Shooter,Sony Computer Entertainment,"Naughty Dog, Sony Bend",T,2011.0,0.53,0.66,0.13,0.22,1.53,80.0,80.0,7.4,770.0
Tokimeki Memorial 4,PSP,Adventure,Konami Digital Entertainment,unknown,E,2009.0,0.0,0.0,0.08,0.0,0.08,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rocksmith 2014 Edition Remastered,PS4,Misc,Ubisoft,Ubisoft,T,2016.0,0.01,0.0,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.8,5.0
Smiley World: Island Challenge,DS,Puzzle,Zoo Digital Publishing,Frame Studios Interactive,E,2009.0,0.01,0.0,0.0,0.0,0.01,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Punisher,PS2,Action,THQ,Volition Inc.,M,2005.0,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0
Destiny: The Taken King,PS3,Shooter,Activision,Bungie,T,2015.0,0.17,0.11,0.02,0.06,0.37,68.9971185166625,26.440992232523175,5.5,81.0
Unou no Tatsujin: Soukai! Machigai Museum 2,DS,Misc,Namco Bandai Games,unknown,E,2007.0,0.0,0.0,0.09,0.0,0.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NASCAR 2000,N64,Racing,Electronic Arts,unknown,E,1999.0,0.49,0.03,0.0,0.0,0.53,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
NBA Hoopz,PS,Sports,Midway Games,Eurocom Entertainment Software,E,2001.0,0.07,0.05,0.0,0.01,0.13,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Midway Arcade Treasures 2,GC,Misc,Midway Games,Backbone Entertainment,M,2004.0,0.13,0.03,0.0,0.0,0.16,74.0,21.0,7.126899879372738,163.0088459991958
Jak II,PS2,Platform,Sony Computer Entertainment,Naughty Dog,T,2003.0,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241.0
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Misc,Gakken,unknown,E,2007.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Super Soccer,SNES,Sports,Nintendo,unknown,E,1991.0,0.0,0.0,0.38,0.0,0.38,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Titanfall 2,PC,Shooter,Electronic Arts,Respawn Entertainment,M,2016.0,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8.0,488.0
Dead or Alive,SAT,Fighting,Tecmo Koei,unknown,E,1997.0,0.0,0.0,0.18,0.0,0.18,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Mega Man X6,PS,Action,Capcom,Capcom,E,2001.0,0.14,0.1,0.16,0.03,0.42,65.0,14.0,6.8,44.0
Contact,DS,Role-Playing,Rising Star Games,Grasshopper Manufacture,E10+,2006.0,0.07,0.0,0.03,0.01,0.1,73.0,36.0,8.2,35.0
Rockin' Pretty,DS,Misc,Arc System Works,Arc System Works,E,2009.0,0.05,0.0,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
DiRT 2,X360,Racing,Codemasters,Codemasters,T,2009.0,0.32,0.39,0.0,0.09,0.8,87.0,65.0,8.2,110.0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Misc,Tecmo Koei,unknown,E,2007.0,0.0,0.0,0.03,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
FlatOut: Ultimate Carnage,PC,Racing,Empire Interactive,Bugbear,T,2008.0,0.0,0.01,0.0,0.0,0.01,79.0,16.0,7.7,127.0
Godai: Elemental Force,PS2,Action,3DO,3DO,T,2002.0,0.04,0.03,0.0,0.01,0.07,27.0,10.0,3.8,19.0
Brunswick Pro Bowling,PS3,Sports,505 Games,Farsight Studios,E,2010.0,0.1,0.05,0.0,0.02,0.18,47.0,6.0,7.126899879372738,163.0088459991958
Mad Maestro!,PS2,Misc,Eidos Interactive,unknown,E,2001.0,0.03,0.02,0.0,0.01,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,Action,Sega,unknown,E,2012.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Iron Man 2,X360,Action,Sega,Sega Studios San Francisco,T,2010.0,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0
Transformer: Rise of the Dark Spark,X360,Action,Activision,unknown,E,2014.0,0.09,0.06,0.0,0.01,0.16,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Dragon Ball Z: Infinite World,PS2,Fighting,Namco Bandai Games,Dimps Corporation,T,2008.0,0.08,0.06,0.21,0.02,0.36,48.0,17.0,7.9,37.0
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,Adventure,Idea Factory,unknown,E,2010.0,0.0,0.0,0.02,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Smart Girl's Winter Wonderland,DS,Misc,UFO Interactive,UFO Interactive,E,2008.0,0.03,0.0,0.0,0.0,0.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Bakemonogatari Portable,PSP,Action,Namco Bandai Games,unknown,E,2012.0,0.0,0.0,0.05,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Wii Fit U,WiiU,Sports,Nintendo,Nintendo,E,2013.0,0.35,0.23,0.21,0.05,0.85,72.0,19.0,7.7,72.0
Twisted Edge Extreme Snowboarding,N64,Sports,Kemco,unknown,E,1998.0,0.16,0.04,0.0,0.0,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Quantum Break,PC,Action,Microsoft Game Studios,Remedy Entertainment,M,2016.0,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0
Phantom Brave: We Meet Again,Wii,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T,2009.0,0.12,0.0,0.01,0.01,0.13,76.0,12.0,7.1,15.0
Jikkyou Powerful Pro Yakyuu 2012,PS3,Action,Konami Digital Entertainment,unknown,E,2012.0,0.0,0.0,0.21,0.0,0.21,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Phantasy Star Online Episode I & II Plus,GC,Role-Playing,Sega,unknown,E,2003.0,0.04,0.01,0.0,0.0,0.05,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Spore Hero Arena,DS,Simulation,Electronic Arts,Full Fat,E,2009.0,0.18,0.0,0.0,0.01,0.19,49.0,11.0,2.6,8.0
Super Robot Wars OG: The Moon Dwellers,PS3,Misc,Namco Bandai Games,unknown,E,2016.0,0.0,0.0,0.06,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Rugby Challenge 3,X360,Sports,Alternative Software,Wicked Witch Software,E,2016.0,0.0,0.02,0.0,0.0,0.02,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Suikoden II,PS,Role-Playing,Konami Digital Entertainment,Konami,T,1998.0,0.15,0.1,0.38,0.04,0.68,82.0,8.0,8.4,162.0
Sonic Rivals,PSP,Racing,Sega,Backbone Entertainment,E,2006.0,0.73,0.42,0.0,0.27,1.42,64.0,25.0,7.8,38.0
TigerShark,PS,Simulation,GT Interactive,unknown,E,1997.0,0.04,0.03,0.0,0.0,0.07,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fighting Vipers 2,DC,Fighting,Sega,unknown,E,2000.0,0.0,0.0,0.04,0.0,0.04,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,Adventure,Gainax Network Systems,unknown,E,1998.0,0.0,0.0,0.11,0.01,0.11,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Lego Star Wars: The Force Awakens,PS4,Action,Warner Bros. Interactive Entertainment,TT Games,E10+,2016.0,0.16,0.43,0.01,0.11,0.7,78.0,61.0,7.5,91.0
Blood Omen 2,GC,Action,Eidos Interactive,Crystal Dynamics,M,2002.0,0.04,0.01,0.0,0.0,0.05,71.0,15.0,7.126899879372738,163.0088459991958
Speed Punks,PS,Racing,Sony Computer Entertainment,unknown,E,1998.0,0.11,0.08,0.0,0.01,0.2,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Monster Trucks,GBA,Racing,Majesco Entertainment,Skyworks Technologies,E,2004.0,0.43,0.16,0.0,0.01,0.6,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Fairytale Fights,PS3,Action,Playlogic Game Factory,"Playlogic, The Game Factory",M,2009.0,0.11,0.03,0.0,0.02,0.17,53.0,34.0,6.0,22.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,Role-Playing,Atlus,unknown,E,2012.0,0.13,0.02,0.14,0.01,0.31,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
The Polar Express,GBA,Adventure,THQ,Tantalus Interactive,E,2004.0,0.14,0.05,0.0,0.0,0.19,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Hammerin' Hero,PSP,Action,Irem Software Engineering,Irem,E10+,2008.0,0.06,0.0,0.0,0.01,0.07,73.0,19.0,7.3,8.0
Spirit: Stallion of the Cimarron,GBA,Platform,THQ,Hyperspace Cowgirls,E,2002.0,0.21,0.08,0.0,0.01,0.3,46.0,5.0,7.126899879372738,163.0088459991958
Mana Khemia 2: Fall of Alchemy,PS2,Role-Playing,Gust,Gust,T,2008.0,0.07,0.05,0.05,0.02,0.2,70.0,12.0,8.2,17.0
Athens 2004,PS2,Sports,Sony Computer Entertainment,Eurocom Entertainment Software,E,2004.0,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0
NHL 2001,PS2,Sports,Electronic Arts,EA Sports,E,2000.0,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0
Natural Doctrine,PS4,Role-Playing,Nippon Ichi Software,Kadokawa,M,2014.0,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6.0,79.0
Golden Sun: Dark Dawn,DS,Role-Playing,Nintendo,Camelot Software Planning,E10+,2010.0,0.51,0.09,0.13,0.05,0.78,79.0,63.0,8.1,86.0
Harry Potter and the Prisoner of Azkaban,XB,Action,Electronic Arts,EA Games,E,2004.0,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0
Magician's Quest: Town of Magic,3DS,Simulation,Konami Digital Entertainment,unknown,E,2012.0,0.0,0.0,0.21,0.0,0.21,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Break 'Em All,DS,Puzzle,D3Publisher,Warashi,E,2005.0,0.11,0.0,0.0,0.01,0.12,68.0,22.0,7.126899879372738,163.0088459991958
Pokemon Mystery Dungeon: Explorers of Sky,DS,Role-Playing,Nintendo,ChunSoft,E,2009.0,0.57,0.43,0.44,0.12,1.56,54.0,26.0,9.0,133.0
Mike Piazza's Strike Zone,N64,Sports,GT Interactive,unknown,E,1998.0,0.05,0.01,0.0,0.0,0.06,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Legacy of Kain: Defiance,PS2,Action,Eidos Interactive,Crystal Dynamics,M,2003.0,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0
Jikkyou Powerful Pro Baseball 2016,PSV,Sports,Konami Digital Entertainment,unknown,E,2016.0,0.0,0.0,0.18,0.0,0.18,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,EA Tiburon,E,2008.0,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0
Farming Simulator 2015,PS3,Simulation,Koch Media,unknown,E,2015.0,0.11,0.2,0.0,0.06,0.37,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958
Pirates of the Caribbean: At World's End,DS,Action,Disney Interactive Studios,Amaze Entertainment,E10+,2007.0,0.3,0.01,0.01,0.03,0.34,66.0,14.0,7.126899879372738,163.0088459991958
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,THQ,Natsume,T,2003.0,0.02,0.01,0.0,0.0,0.03,44.0,16.0,8.6,5.0
GT Legends,PC,Racing,Atari,SimBin,E,2005.0,0.0,0.02,0.0,0.0,0.02,84.0,21.0,8.6,44.0
